id,prosumer_id,temp_cluster_id
187,20154,6
188,20156,6
189,20160,6
190,20003,7
191,20022,7
192,20023,7
193,20025,7
194,20030,7
195,20037,7
196,20041,7
197,20047,7
198,20048,7
199,20049,7
200,20069,7
201,20077,7
202,20101,7
203,20107,7
204,20122,7
205,20130,7
206,20134,7
207,20137,7
208,20138,7
209,20139,7
210,20143,7
211,20150,7
212,20151,7
213,20157,7
214,20001,8
215,20011,8
216,20013,8
217,20017,8
218,20021,8
219,20032,8
220,20033,8
221,20040,8
222,20044,8
223,20050,8
224,20054,8
225,20056,8
226,20058,8
227,20062,8
228,20071,8
229,20074,8
230,20082,8
231,20083,8
232,20085,8
233,20114,8
234,20120,8
235,20131,8
236,20147,8
237,20148,8
238,20152,8
239,20153,8
240,20155,8
241,20159,8
242,20002,9
243,20005,9
244,20008,9
245,20015,9
246,20018,9
247,20019,9
248,20026,9
249,20031,9
250,20035,9
251,20046,9
252,20052,9
253,20059,9
254,20063,9
255,20065,9
256,20068,9
257,20078,9
258,20081,9
259,20089,9
260,20090,9
261,20091,9
262,20092,9
263,20093,9
264,20096,9
265,20097,9
266,20098,9
267,20100,9
268,20105,9
269,20108,9
270,20109,9
271,20116,9
272,20117,9
273,20118,9
274,20119,9
275,20123,9
276,20126,9
277,20132,9
278,20136,9
279,20140,9
280,20141,9
281,20145,9
282,20146,9
283,20149,9
284,20158,9
285,20004,10
286,20013,10
287,20014,10
288,20017,10
289,20022,10
290,20031,10
291,20034,10
292,20036,10
293,20041,10
294,20048,10
295,20049,10
296,20052,10
297,20056,10
298,20063,10
299,20065,10
300,20067,10
301,20069,10
302,20081,10
303,20082,10
304,20083,10
305,20085,10
306,20087,10
307,20088,10
308,20094,10
309,20099,10
310,20128,10
311,20132,10
312,20138,10
313,20144,10
314,20145,10
315,20149,10
316,20156,10
317,20157,10
318,20160,10
319,20007,11
320,20011,11
321,20016,11
322,20018,11
323,20020,11
324,20021,11
325,20026,11
326,20042,11
327,20044,11
328,20046,11
329,20051,11
330,20058,11
331,20059,11
332,20061,11
333,20070,11
334,20075,11
335,20076,11
336,20084,11
337,20086,11
338,20093,11
339,20097,11
340,20103,11
341,20106,11
342,20114,11
343,20115,11
344,20117,11
345,20125,11
346,20130,11
347,20142,11
348,20143,11
349,20146,11
350,20158,11
351,20002,12
352,20008,12
353,20010,12
354,20019,12
355,20023,12
356,20025,12
357,20028,12
358,20029,12
359,20032,12
360,20038,12
361,20039,12
362,20043,12
363,20045,12
364,20050,12
365,20053,12
366,20054,12
367,20062,12
368,20066,12
369,20071,12
370,20077,12
371,20089,12
372,20091,12
373,20095,12
374,20096,12
375,20098,12
376,20101,12
377,20105,12
378,20108,12
379,20109,12
380,20110,12
381,20111,12
382,20112,12
383,20113,12
384,20116,12
385,20119,12
386,20121,12
387,20123,12
388,20127,12
389,20133,12
390,20137,12
391,20139,12
392,20141,12
393,20151,12
394,20153,12
395,20001,13
396,20003,13
397,20005,13
398,20024,13
399,20030,13
400,20033,13
401,20035,13
402,20037,13
403,20047,13
404,20057,13
405,20060,13
406,20072,13
407,20073,13
408,20074,13
409,20079,13
410,20080,13
411,20090,13
412,20100,13
413,20102,13
414,20107,13
415,20118,13
416,20122,13
417,20131,13
418,20148,13
419,20152,13
420,20006,14
421,20009,14
422,20012,14
423,20015,14
424,20027,14
425,20040,14
426,20055,14
427,20064,14
428,20068,14
429,20078,14
430,20092,14
431,20104,14
432,20120,14
433,20124,14
434,20126,14
435,20129,14
436,20134,14
437,20135,14
438,20136,14
439,20140,14
440,20147,14
441,20150,14
442,20154,14
443,20155,14
444,20159,14
445,20002,15
446,20011,15
447,20027,15
448,20036,15
449,20037,15
450,20039,15
451,20041,15
452,20047,15
453,20048,15
454,20064,15
455,20065,15
456,20074,15
457,20079,15
458,20087,15
459,20088,15
460,20110,15
461,20120,15
462,20125,15
463,20132,15
464,20133,15
465,20143,15
466,20144,15
467,20145,15
468,20156,15
469,20158,15
470,20004,16
471,20005,16
472,20006,16
473,20008,16
474,20009,16
475,20010,16
476,20013,16
477,20016,16
478,20020,16
479,20021,16
480,20023,16
481,20038,16
482,20040,16
483,20062,16
484,20069,16
485,20072,16
486,20075,16
487,20078,16
488,20081,16
489,20083,16
490,20086,16
491,20089,16
492,20091,16
493,20093,16
494,20094,16
495,20095,16
496,20096,16
497,20097,16
498,20098,16
499,20100,16
500,20102,16
501,20103,16
502,20105,16
503,20116,16
504,20117,16
505,20119,16
506,20121,16
507,20129,16
508,20131,16
509,20137,16
510,20141,16
511,20146,16
512,20148,16
513,20154,16
514,20155,16
515,20159,16
516,20160,16
517,20007,17
518,20012,17
519,20017,17
520,20022,17
521,20024,17
522,20025,17
523,20026,17
524,20029,17
525,20042,17
526,20049,17
527,20051,17
528,20052,17
529,20057,17
530,20060,17
531,20061,17
532,20076,17
533,20080,17
534,20085,17
535,20107,17
536,20111,17
537,20113,17
538,20118,17
539,20128,17
540,20135,17
541,20138,17
542,20142,17
543,20001,18
544,20003,18
545,20015,18
546,20019,18
547,20028,18
548,20031,18
549,20032,18
550,20034,18
551,20044,18
552,20045,18
553,20055,18
554,20058,18
555,20059,18
556,20063,18
557,20066,18
558,20068,18
559,20070,18
560,20071,18
561,20073,18
562,20077,18
563,20090,18
564,20106,18
565,20109,18
566,20112,18
567,20122,18
568,20127,18
569,20136,18
570,20149,18
571,20151,18
572,20152,18
573,20153,18
574,20157,18
575,20014,19
576,20018,19
577,20030,19
578,20033,19
579,20035,19
580,20043,19
581,20046,19
582,20050,19
583,20053,19
584,20054,19
585,20056,19
586,20067,19
587,20082,19
588,20084,19
589,20092,19
590,20099,19
591,20101,19
592,20104,19
593,20108,19
594,20114,19
595,20115,19
596,20123,19
597,20124,19
598,20126,19
599,20130,19
600,20134,19
601,20139,19
602,20140,19
603,20147,19
604,20150,19
605,20061,20
606,20125,21
607,20126,21
608,20127,21
609,20128,21
610,20129,21
611,20130,21
612,20131,21
613,20132,21
614,20133,21
615,20134,21
616,20135,21
617,20136,21
618,20137,21
619,20138,21
620,20139,21
621,20140,21
622,20141,21
623,20142,21
624,20143,21
625,20144,21
626,20145,21
627,20146,21
628,20147,21
629,20148,21
630,20149,21
631,20150,21
632,20151,21
633,20153,21
634,20154,21
635,20155,21
636,20156,21
637,20157,21
638,20158,21
639,20159,21
640,20001,22
641,20002,22
642,20003,22
643,20004,22
644,20005,22
645,20006,22
646,20007,22
647,20008,22
648,20009,22
649,20010,22
650,20011,22
651,20012,22
652,20013,22
653,20014,22
654,20015,22
655,20016,22
656,20017,22
657,20018,22
658,20019,22
659,20020,22
660,20021,22
661,20022,22
662,20023,22
663,20024,22
664,20025,22
665,20026,22
666,20027,22
667,20028,22
668,20029,22
669,20030,22
670,20031,22
671,20032,22
672,20033,22
673,20034,22
674,20035,22
675,20036,22
676,20037,22
677,20038,22
678,20039,22
679,20040,22
680,20041,22
681,20042,22
682,20043,22
683,20044,22
684,20045,22
685,20046,22
686,20047,22
687,20048,22
688,20049,22
689,20050,22
690,20051,22
691,20052,22
692,20053,22
693,20054,22
694,20055,22
695,20056,22
696,20057,22
697,20058,22
698,20059,22
699,20060,22
700,20062,22
701,20063,22
702,20064,22
703,20065,22
704,20066,22
705,20067,22
706,20068,22
707,20069,22
708,20070,22
709,20071,22
710,20072,22
711,20073,22
712,20074,22
713,20075,22
714,20076,22
715,20077,22
716,20078,22
717,20079,22
718,20080,22
719,20081,22
720,20082,22
721,20083,22
722,20084,22
723,20085,22
724,20086,22
725,20087,22
726,20088,22
727,20152,22
728,20160,22
729,20089,23
730,20090,23
731,20091,23
732,20092,23
733,20093,23
734,20094,23
735,20095,23
736,20096,23
737,20097,23
738,20098,23
739,20099,23
740,20100,23
741,20101,23
742,20102,23
743,20103,23
744,20104,23
745,20105,23
746,20106,23
747,20107,23
748,20108,23
749,20109,23
750,20110,23
751,20111,23
752,20112,23
753,20113,23
754,20114,23
755,20115,23
756,20116,23
757,20117,23
758,20118,23
759,20119,23
760,20120,23
761,20121,23
762,20122,23
763,20123,23
764,20124,23
765,20001,24
766,20002,24
767,20003,24
768,20004,24
769,20005,24
770,20006,24
771,20007,24
772,20008,24
773,20009,24
774,20010,24
775,20011,24
776,20012,24
777,20013,24
778,20014,24
779,20015,24
780,20016,24
781,20017,24
782,20018,24
783,20019,24
784,20020,24
785,20021,24
786,20022,24
787,20023,24
788,20024,24
789,20025,24
790,20026,24
791,20027,24
792,20028,24
793,20029,24
794,20030,24
795,20031,24
796,20032,24
797,20033,24
798,20034,24
799,20035,24
800,20036,24
801,20037,24
802,20038,24
803,20039,24
804,20040,24
805,20041,24
806,20042,24
807,20043,24
808,20044,24
809,20045,24
810,20046,24
811,20047,24
812,20048,24
813,20049,24
814,20050,24
815,20051,24
816,20052,24
817,20053,24
818,20054,24
819,20055,24
820,20056,24
821,20057,24
822,20058,24
823,20059,24
824,20060,24
825,20127,24
826,20061,25
827,20132,26
828,20136,26
829,20137,26
830,20140,26
831,20146,26
832,20147,26
833,20148,26
834,20149,26
835,20062,27
836,20063,27
837,20064,27
838,20065,27
839,20066,27
840,20067,27
841,20068,27
842,20069,27
843,20070,27
844,20071,27
845,20072,27
846,20073,27
847,20074,27
848,20075,27
849,20076,27
850,20077,27
851,20078,27
852,20079,27
853,20080,27
854,20081,27
855,20082,27
856,20083,27
857,20084,27
858,20085,27
859,20086,27
860,20087,27
861,20088,27
862,20125,28
863,20126,28
864,20128,28
865,20129,28
866,20130,28
867,20131,28
868,20133,28
869,20134,28
870,20135,28
871,20138,28
872,20139,28
873,20141,28
874,20142,28
875,20143,28
876,20144,28
877,20145,28
878,20150,28
879,20151,28
880,20152,28
881,20153,28
882,20154,28
883,20155,28
884,20156,28
885,20157,28
886,20158,28
887,20159,28
888,20160,28
889,20089,29
890,20090,29
891,20091,29
892,20092,29
893,20093,29
894,20094,29
895,20095,29
896,20096,29
897,20097,29
898,20098,29
899,20099,29
900,20100,29
901,20101,29
902,20102,29
903,20103,29
904,20104,29
905,20105,29
906,20106,29
907,20107,29
908,20108,29
909,20109,29
910,20110,29
911,20111,29
912,20112,29
913,20113,29
914,20114,29
915,20115,29
916,20116,29
917,20117,29
918,20118,29
919,20119,29
920,20120,29
921,20121,29
922,20122,29
923,20123,29
924,20124,29
925,62,30
926,64,30
927,67,30
928,1,33
929,2,33
930,3,33
931,4,33
932,5,33
933,6,33
934,7,33
935,8,33
936,9,33
937,10,34
938,13,34
939,14,34
940,15,34
941,16,34
942,17,34
943,18,34
944,19,34
945,20,34
946,21,34
947,22,34
948,23,34
949,24,34
950,25,34
951,11,35
952,12,35
953,26,36
954,27,36
955,28,36
956,29,36
957,30,36
958,31,36
959,49,36
960,50,36
961,51,36
962,52,36
963,53,36
964,54,36
965,55,36
966,56,36
967,57,36
968,58,36
969,59,36
970,60,36
971,61,36
972,63,36
973,32,37
974,36,37
975,37,37
976,41,37
977,44,37
978,47,37
979,62,37
980,64,37
981,65,37
982,66,37
983,67,37
984,68,37
985,69,37
986,70,37
987,71,37
988,72,37
989,73,37
990,74,37
991,75,37
992,76,37
993,77,37
994,78,37
995,79,37
996,80,37
997,81,37
998,82,37
999,4001,38
1000,4002,38
1001,4003,38
1002,4004,38
1003,4005,38
1004,4006,38
1005,4007,38
1006,4008,38
1007,4009,38
1008,4010,38
1009,4011,38
1010,4012,38
1011,4013,38
1012,4014,38
1013,4015,38
1014,4016,38
1015,4017,38
1016,4018,38
1017,4019,38
1018,4020,38
1019,4021,38
1020,4022,38
1021,4023,38
1022,4024,38
1023,4025,38
1024,4026,38
1025,4027,38
1026,4028,38
1027,4029,38
1028,4030,38
1029,4031,38
1030,4032,38
1031,4033,38
1032,4034,38
1033,4035,38
1034,4036,38
1035,4037,38
1036,4038,38
1037,4039,38
1038,4040,38
1039,4041,38
1040,4042,38
1041,4043,38
1042,4044,38
1043,4045,38
1044,4046,38
1045,4047,38
1046,4048,38
1047,4049,38
1048,4050,38
1049,7001,39
1050,7002,39
1051,7003,39
1052,7004,39
1053,7005,39
1054,7006,39
1055,7007,39
1056,7008,39
1057,7009,39
1058,7010,39
1059,7011,39
1060,7012,39
1061,7013,39
1062,7014,39
1063,7015,39
1064,7016,39
1065,7017,39
1066,7018,39
1067,7019,39
1068,7020,39
1069,7021,39
1070,7022,39
1071,7023,39
1072,7024,39
1073,7025,39
1074,7026,39
1075,7027,39
1076,7028,39
1077,7029,39
1078,7030,39
1079,7031,39
1080,7032,39
1081,7033,39
1082,7034,39
1083,7035,39
1084,7036,39
1085,7037,39
1086,7038,39
1087,7039,39
1088,7040,39
1089,7041,39
1090,7042,39
1091,7043,39
1092,7044,39
1093,7045,39
1094,7046,39
1095,7047,39
1096,7048,39
1097,7049,39
1098,7050,39
1099,6001,40
1100,6002,40
1101,6003,40
1102,6004,40
1103,6005,40
1104,6006,40
1105,6007,40
1106,6008,40
1107,6009,40
1108,6010,40
1109,6011,40
1110,6012,40
1111,6013,40
1112,6014,40
1113,6015,40
1114,6016,40
1115,6017,40
1116,6018,40
1117,6019,40
1118,6020,40
1119,6021,40
1120,6022,40
1121,6023,40
1122,6024,40
1123,6025,40
1124,6026,40
1125,6027,40
1126,6028,40
1127,6029,40
1128,6030,40
1129,6031,40
1130,6032,40
1131,6033,40
1132,6034,40
1133,6035,40
1134,6036,40
1135,6037,40
1136,6038,40
1137,6039,40
1138,6040,40
1139,6041,40
1140,6042,40
1141,6043,40
1142,6044,40
1143,6045,40
1144,6046,40
1145,6047,40
1146,6048,40
1147,6049,40
1148,6050,40
1149,5001,41
1150,5002,41
1151,5003,41
1152,5004,41
1153,5005,41
1154,5006,41
1155,5007,41
1156,5008,41
1157,5009,41
1158,5010,41
1159,5011,41
1160,5012,41
1161,5013,41
1162,5014,41
1163,5015,41
1164,5016,41
1165,5017,41
1166,5018,41
1167,5019,41
1168,5020,41
1169,5021,41
1170,5022,41
1171,5023,41
1172,5024,41
1173,5025,41
1174,5026,41
1175,5027,41
1176,5028,41
1177,5029,41
1178,5030,41
1179,5031,41
1180,5032,41
1181,5033,41
1182,5034,41
1183,5035,41
1184,5036,41
1185,5037,41
1186,5038,41
1187,5039,41
1188,5040,41
1189,5041,41
1190,5042,41
1191,5043,41
1192,5044,41
1193,5045,41
1194,5046,41
1195,5047,41
1196,5048,41
1197,5049,41
1198,5050,41
1199,8001,42
1200,8002,42
1201,8003,42
1202,8004,42
1203,8005,42
1204,8006,42
1205,8007,42
1206,8008,42
1207,8009,42
1208,8010,42
1209,8011,42
1210,8012,42
1211,8013,42
1212,8014,42
1213,8015,42
1214,8016,42
1215,8017,42
1216,8018,42
1217,8019,42
1218,8020,42
1219,8021,42
1220,8022,42
1221,8023,42
1222,8024,42
1223,8025,42
1224,8026,42
1225,8027,42
1226,8028,42
1227,8029,42
1228,8030,42
1229,8031,42
1230,8032,42
1231,8033,42
1232,8034,42
1233,8035,42
1234,8036,42
1235,8037,42
1236,8038,42
1237,8039,42
1238,8040,42
1239,8041,42
1240,8042,42
1241,8043,42
1242,8044,42
1243,8045,42
1244,8046,42
1245,8047,42
1246,8048,42
1247,8049,42
1248,8050,42
1249,9001,43
1250,9002,43
1251,9003,43
1252,9004,43
1253,9005,43
1254,9006,43
1255,9007,43
1256,9008,43
1257,9009,43
1258,9010,43
1259,9011,43
1260,9012,43
1261,9013,43
1262,9014,43
1263,9015,43
1264,9016,43
1265,9017,43
1266,9018,43
1267,9019,43
1268,9020,43
1269,9021,43
1270,9022,43
1271,9023,43
1272,9024,43
1273,9025,43
1274,9026,43
1275,9027,43
1276,9028,43
1277,9029,43
1278,9030,43
1279,9031,43
1280,9032,43
1281,9033,43
1282,9034,43
1283,9035,43
1284,9036,43
1285,9037,43
1286,9038,43
1287,9039,43
1288,9040,43
1289,9041,43
1290,9042,43
1291,9043,43
1292,9044,43
1293,9045,43
1294,9046,43
1295,9047,43
1296,9048,43
1297,9049,43
1298,9050,43
1299,10001,44
1300,10002,44
1301,10003,44
1302,10004,44
1303,10005,44
1304,10006,44
1305,10007,44
1306,10008,44
1307,10009,44
1308,10010,44
1309,10011,44
1310,10012,44
1311,10013,44
1312,10014,44
1313,10015,44
1314,10016,44
1315,10017,44
1316,10018,44
1317,10019,44
1318,10020,44
1319,10021,44
1320,10022,44
1321,10023,44
1322,10024,44
1323,10025,44
1324,10026,44
1325,10027,44
1326,10028,44
1327,10029,44
1328,10030,44
1329,10031,44
1330,10032,44
1331,10033,44
1332,10034,44
1333,10035,44
1334,10036,44
1335,10037,44
1336,10038,44
1337,10039,44
1338,10040,44
1339,10041,44
1340,10042,44
1341,10043,44
1342,10044,44
1343,10045,44
1344,10046,44
1345,10047,44
1346,10048,44
1347,10049,44
1348,10050,44
1349,11001,45
1350,11002,45
1351,11003,45
1352,11004,45
1353,11005,45
1354,11006,45
1355,11007,45
1356,11008,45
1357,11009,45
1358,11010,45
1359,11011,45
1360,11012,45
1361,11013,45
1362,11014,45
1363,11015,45
1364,11016,45
1365,11017,45
1366,11018,45
1367,11019,45
1368,11020,45
1369,11021,45
1370,11022,45
1371,11023,45
1372,11024,45
1373,11025,45
1374,11026,45
1375,11027,45
1376,11028,45
1377,11029,45
1378,11030,45
1379,11031,45
1380,11032,45
1381,11033,45
1382,11034,45
1383,11035,45
1384,11036,45
1385,11037,45
1386,11038,45
1387,11039,45
1388,11040,45
1389,11041,45
1390,11042,45
1391,11043,45
1392,11044,45
1393,11045,45
1394,11046,45
1395,11047,45
1396,11048,45
1397,11049,45
1398,11050,45
1399,3001,46
1400,3002,46
1401,3003,46
1402,3004,46
1403,3005,46
1404,3006,46
1405,3007,46
1406,3008,46
1407,3009,46
1408,3010,46
1409,3011,46
1410,3012,46
1411,3013,46
1412,3014,46
1413,3015,46
1414,3016,46
1415,3017,46
1416,3018,46
1417,3019,46
1418,3020,46
1419,3021,46
1420,3022,46
1421,3023,46
1422,3024,46
1423,3025,46
1424,3026,46
1425,3027,46
1426,3028,46
1427,3029,46
1428,3030,46
1429,3031,46
1430,3032,46
1431,3033,46
1432,3034,46
1433,3035,46
1434,3036,46
1435,3037,46
1436,3038,46
1437,3039,46
1438,3040,46
1439,26,47
1440,27,47
1441,28,47
1442,29,47
1444,50,47
1445,53,47
1446,54,47
1447,49,47
1448,30,47
