id,date,dayhour,purchases,sales,region_id,created_at,updated_at
37,2014-01-01,19,0.0,80.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
38,2014-01-01,19,1144.852,1211.243,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
39,2014-01-01,20,0.0,80.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
40,2014-01-01,20,1180.254,1232.045,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
41,2014-01-01,21,55.0,35.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
42,2014-01-01,21,1170.929,1174.175,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
43,2014-01-01,22,20.0,45.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
44,2014-01-01,22,1178.693,1191.621,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
45,2014-01-01,23,60.0,10.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
46,2014-01-01,23,1093.507,1183.963,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
47,2014-01-01,24,40.0,45.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
48,2014-01-01,24,1007.971,1191.011,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
49,2014-01-02,1,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
50,2014-01-02,1,968.344,1134.549,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
51,2014-01-02,2,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
52,2014-01-02,2,905.227,1145.384,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
53,2014-01-02,3,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
54,2014-01-02,3,875.319,1156.391,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
55,2014-01-02,4,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
56,2014-01-02,4,861.831,1165.712,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
57,2014-01-02,5,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
58,2014-01-02,5,866.615,1174.479,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
59,2014-01-02,6,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
60,2014-01-02,6,863.394,1175.127,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
61,2014-01-02,7,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
62,2014-01-02,7,994.329,1175.717,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
63,2014-01-02,8,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
64,2014-01-02,8,1123.287,1181.34,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
65,2014-01-02,9,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
66,2014-01-02,9,1208.163,1308.817,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
67,2014-01-02,10,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
68,2014-01-02,10,1301.479,1381.883,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
69,2014-01-02,11,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
70,2014-01-02,11,1274.134,1372.068,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
71,2014-01-02,12,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
72,2014-01-02,12,1243.739,1417.105,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
73,2014-01-02,13,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
74,2014-01-02,13,1236.972,1410.022,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
75,2014-01-02,14,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
76,2014-01-02,14,1141.97,1401.474,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
77,2014-01-02,15,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
78,2014-01-02,15,1112.506,1422.247,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
79,2014-01-02,16,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
80,2014-01-02,16,1120.932,1409.613,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
81,2014-01-02,17,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
82,2014-01-02,17,1171.363,1386.347,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
83,2014-01-02,18,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
84,2014-01-02,18,1314.187,1424.119,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
85,2014-01-02,19,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
86,2014-01-02,19,1320.717,1582.774,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
87,2014-01-02,20,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
88,2014-01-02,20,1338.915,1371.693,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
89,2014-01-02,21,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
90,2014-01-02,21,1360.404,1354.318,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
91,2014-01-02,22,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
92,2014-01-02,22,1275.89,1266.506,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
93,2014-01-02,23,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
94,2014-01-02,23,1172.522,1241.406,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
95,2014-01-02,24,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
96,2014-01-02,24,1039.924,1244.255,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
97,2014-01-03,1,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
98,2014-01-03,1,994.691,1231.561,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
99,2014-01-03,2,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
100,2014-01-03,2,923.611,1217.336,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
101,2014-01-03,3,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
102,2014-01-03,3,890.262,1209.146,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
103,2014-01-03,4,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
104,2014-01-03,4,875.255,1196.033,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
105,2014-01-03,5,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
106,2014-01-03,5,879.027,1182.67,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
107,2014-01-03,6,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
108,2014-01-03,6,927.411,1164.034,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
109,2014-01-03,7,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
110,2014-01-03,7,1018.065,1150.411,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
111,2014-01-03,8,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
112,2014-01-03,8,1174.913,1138.938,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
113,2014-01-03,9,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
114,2014-01-03,9,1281.116,1162.36,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
115,2014-01-03,10,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
116,2014-01-03,10,1319.115,1298.84,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
117,2014-01-03,11,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
118,2014-01-03,11,1276.781,1272.512,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
119,2014-01-03,12,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
120,2014-01-03,12,1240.542,1311.444,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
121,2014-01-03,13,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
122,2014-01-03,13,1231.674,1331.294,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
123,2014-01-03,14,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
124,2014-01-03,14,1171.182,1296.575,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
125,2014-01-03,15,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
126,2014-01-03,15,1161.267,1240.224,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
127,2014-01-03,16,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
128,2014-01-03,16,1161.825,1173.848,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
129,2014-01-03,17,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
130,2014-01-03,17,1224.673,1114.118,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
131,2014-01-03,18,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
132,2014-01-03,18,1370.934,1195.32,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
133,2014-01-03,19,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
134,2014-01-03,19,1371.027,1198.659,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
135,2014-01-03,20,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
136,2014-01-03,20,1389.933,1205.189,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
137,2014-01-03,21,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
138,2014-01-03,21,1418.517,1130.096,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
139,2014-01-03,22,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
140,2014-01-03,22,1321.947,1135.411,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
141,2014-01-03,23,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
142,2014-01-03,23,1169.172,1118.531,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
143,2014-01-03,24,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
144,2014-01-03,24,1088.065,1124.761,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
145,2014-01-04,1,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
146,2014-01-04,1,1003.898,1131.133,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
147,2014-01-04,2,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
148,2014-01-04,2,901.081,1128.16,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
149,2014-01-04,3,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
150,2014-01-04,3,895.277,1130.035,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
151,2014-01-04,4,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
152,2014-01-04,4,882.145,1133.046,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
153,2014-01-04,5,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
154,2014-01-04,5,891.981,1137.804,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
155,2014-01-04,6,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
156,2014-01-04,6,872.43,1146.988,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
157,2014-01-04,7,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
158,2014-01-04,7,982.689,1154.19,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
159,2014-01-04,8,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
160,2014-01-04,8,1051.167,1169.231,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
161,2014-01-04,9,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
162,2014-01-04,9,1132.796,1198.568,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
163,2014-01-04,10,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
164,2014-01-04,10,1141.911,1525.421,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
165,2014-01-04,11,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
166,2014-01-04,11,1202.658,1325.244,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
167,2014-01-04,12,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
168,2014-01-04,12,1166.865,1397.105,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
169,2014-01-04,13,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
170,2014-01-04,13,1164.349,1484.689,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
171,2014-01-04,14,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
172,2014-01-04,14,1123.127,1528.979,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
173,2014-01-04,15,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
174,2014-01-04,15,1128.906,1503.995,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
175,2014-01-04,16,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
176,2014-01-04,16,1071.928,1444.572,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
177,2014-01-04,17,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
178,2014-01-04,17,1160.439,1394.928,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
179,2014-01-04,18,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
180,2014-01-04,18,1390.109,1411.867,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
181,2014-01-04,19,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
182,2014-01-04,19,1425.484,1425.857,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
183,2014-01-04,20,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
184,2014-01-04,20,1411.193,1442.057,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
185,2014-01-04,21,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
186,2014-01-04,21,1379.636,1454.846,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
187,2014-01-04,22,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
188,2014-01-04,22,1297.992,1469.877,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
189,2014-01-04,23,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
190,2014-01-04,23,1179.946,1456.216,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
191,2014-01-04,24,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
192,2014-01-04,24,1097.139,1455.633,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
193,2014-01-05,1,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
194,2014-01-05,1,1079.248,1459.023,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
195,2014-01-05,2,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
196,2014-01-05,2,1031.83,1465.291,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
197,2014-01-05,3,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
198,2014-01-05,3,995.074,1492.68,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
199,2014-01-05,4,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
200,2014-01-05,4,952.908,1506.143,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
201,2014-01-05,5,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
202,2014-01-05,5,947.292,1533.656,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
203,2014-01-05,6,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
204,2014-01-05,6,957.398,1573.477,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
205,2014-01-05,7,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
206,2014-01-05,7,1004.431,1622.863,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
207,2014-01-05,8,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
208,2014-01-05,8,1032.995,1660.183,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
209,2014-01-05,9,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
210,2014-01-05,9,1125.302,1718.089,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
211,2014-01-05,10,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
212,2014-01-05,10,1205.743,1738.013,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
213,2014-01-05,11,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
214,2014-01-05,11,1163.72,1808.613,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
215,2014-01-05,12,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
216,2014-01-05,12,1168.172,1853.232,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
217,2014-01-05,13,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
218,2014-01-05,13,1146.755,1872.959,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
219,2014-01-05,14,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
220,2014-01-05,14,1091.868,1875.629,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
221,2014-01-05,15,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
222,2014-01-05,15,1059.375,1905.202,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
223,2014-01-05,16,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
224,2014-01-05,16,1047.451,1858.064,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
225,2014-01-05,17,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
226,2014-01-05,17,1124.21,1771.885,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
227,2014-01-05,18,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
228,2014-01-05,18,1240.992,1763.463,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
229,2014-01-05,19,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
230,2014-01-05,19,1284.612,1752.492,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
231,2014-01-05,20,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
232,2014-01-05,20,1293.519,1747.138,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
233,2014-01-05,21,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
234,2014-01-05,21,1270.605,1695.426,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
235,2014-01-05,22,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
236,2014-01-05,22,1282.492,1650.916,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
237,2014-01-05,23,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
238,2014-01-05,23,1195.917,1544.349,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
239,2014-01-05,24,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
240,2014-01-05,24,1096.06,1451.765,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
241,2014-01-06,1,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
242,2014-01-06,1,1053.383,1462.14,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
243,2014-01-06,2,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
244,2014-01-06,2,978.999,1360.681,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
245,2014-01-06,3,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
246,2014-01-06,3,953.392,1280.347,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
247,2014-01-06,4,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
248,2014-01-06,4,939.783,1205.528,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
249,2014-01-06,5,0.0,0.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
