id,demand_response_id,prosumer_id,drp_type,created_at,updated_at
41,55,20082,0,2016-11-29 17:02:56 UTC,2016-11-29 17:02:56 UTC
42,55,20084,0,2016-11-29 17:02:56 UTC,2016-11-29 17:02:56 UTC
43,55,20093,0,2016-11-29 17:02:56 UTC,2016-11-29 17:02:56 UTC
44,55,20102,0,2016-11-29 17:02:56 UTC,2016-11-29 17:02:56 UTC
45,55,20118,0,2016-11-29 17:02:56 UTC,2016-11-29 17:02:56 UTC
46,55,20119,1,2016-11-29 17:02:56 UTC,2016-11-29 17:02:56 UTC
47,55,20103,1,2016-11-29 17:02:56 UTC,2016-11-29 17:02:56 UTC
48,55,20101,1,2016-11-29 17:02:56 UTC,2016-11-29 17:02:56 UTC
49,55,20100,1,2016-11-29 17:02:56 UTC,2016-11-29 17:02:56 UTC
50,55,20099,1,2016-11-29 17:02:56 UTC,2016-11-29 17:02:56 UTC
51,55,20098,1,2016-11-29 17:02:56 UTC,2016-11-29 17:02:56 UTC
52,55,20097,1,2016-11-29 17:02:56 UTC,2016-11-29 17:02:56 UTC
53,55,20096,1,2016-11-29 17:02:56 UTC,2016-11-29 17:02:56 UTC
54,55,20095,1,2016-11-29 17:02:56 UTC,2016-11-29 17:02:56 UTC
55,55,20092,1,2016-11-29 17:02:56 UTC,2016-11-29 17:02:56 UTC
56,55,20089,1,2016-11-29 17:02:56 UTC,2016-11-29 17:02:56 UTC
57,55,20083,1,2016-11-29 17:02:56 UTC,2016-11-29 17:02:56 UTC
58,55,20081,1,2016-11-29 17:02:56 UTC,2016-11-29 17:02:56 UTC
59,55,20080,1,2016-11-29 17:02:56 UTC,2016-11-29 17:02:56 UTC
60,55,20079,1,2016-11-29 17:02:56 UTC,2016-11-29 17:02:56 UTC
61,55,20078,1,2016-11-29 17:02:56 UTC,2016-11-29 17:02:56 UTC
62,55,20077,1,2016-11-29 17:02:56 UTC,2016-11-29 17:02:56 UTC
63,55,20076,1,2016-11-29 17:02:56 UTC,2016-11-29 17:02:56 UTC
64,55,20075,1,2016-11-29 17:02:56 UTC,2016-11-29 17:02:56 UTC
65,55,20074,1,2016-11-29 17:02:56 UTC,2016-11-29 17:02:56 UTC
66,55,20073,1,2016-11-29 17:02:56 UTC,2016-11-29 17:02:56 UTC
67,55,20071,1,2016-11-29 17:02:56 UTC,2016-11-29 17:02:56 UTC
68,55,20070,1,2016-11-29 17:02:56 UTC,2016-11-29 17:02:56 UTC
69,55,20069,1,2016-11-29 17:02:56 UTC,2016-11-29 17:02:56 UTC
70,55,20068,1,2016-11-29 17:02:56 UTC,2016-11-29 17:02:56 UTC
71,55,20067,1,2016-11-29 17:02:56 UTC,2016-11-29 17:02:56 UTC
72,55,20066,1,2016-11-29 17:02:56 UTC,2016-11-29 17:02:56 UTC
73,55,20064,1,2016-11-29 17:02:56 UTC,2016-11-29 17:02:56 UTC
74,55,20063,1,2016-11-29 17:02:56 UTC,2016-11-29 17:02:56 UTC
1016,77,20058,0,2017-01-17 14:15:05 UTC,2017-01-17 14:15:05 UTC
1017,77,20059,1,2017-01-17 14:15:05 UTC,2017-01-17 14:15:05 UTC
1018,77,20060,1,2017-01-17 14:15:05 UTC,2017-01-17 14:15:05 UTC
1019,77,20061,1,2017-01-17 14:15:05 UTC,2017-01-17 14:15:05 UTC
1020,76,20065,0,2017-01-17 14:15:07 UTC,2017-01-17 14:15:07 UTC
1021,76,20066,0,2017-01-17 14:15:07 UTC,2017-01-17 14:15:07 UTC
1022,76,20067,0,2017-01-17 14:15:07 UTC,2017-01-17 14:15:07 UTC
1023,76,20068,0,2017-01-17 14:15:07 UTC,2017-01-17 14:15:07 UTC
1024,76,20069,0,2017-01-17 14:15:07 UTC,2017-01-17 14:15:07 UTC
1025,76,20071,0,2017-01-17 14:15:07 UTC,2017-01-17 14:15:07 UTC
1026,76,20078,0,2017-01-17 14:15:07 UTC,2017-01-17 14:15:07 UTC
1027,76,20082,0,2017-01-17 14:15:07 UTC,2017-01-17 14:15:07 UTC
1028,76,20084,0,2017-01-17 14:15:07 UTC,2017-01-17 14:15:07 UTC
1029,76,20062,1,2017-01-17 14:15:07 UTC,2017-01-17 14:15:07 UTC
1030,76,20063,1,2017-01-17 14:15:07 UTC,2017-01-17 14:15:07 UTC
1031,76,20064,1,2017-01-17 14:15:07 UTC,2017-01-17 14:15:07 UTC
1032,76,20070,1,2017-01-17 14:15:07 UTC,2017-01-17 14:15:07 UTC
1033,76,20072,1,2017-01-17 14:15:07 UTC,2017-01-17 14:15:07 UTC
1034,76,20073,1,2017-01-17 14:15:07 UTC,2017-01-17 14:15:07 UTC
1035,76,20074,1,2017-01-17 14:15:07 UTC,2017-01-17 14:15:07 UTC
1036,76,20075,1,2017-01-17 14:15:07 UTC,2017-01-17 14:15:07 UTC
1037,76,20076,1,2017-01-17 14:15:07 UTC,2017-01-17 14:15:07 UTC
1038,76,20077,1,2017-01-17 14:15:07 UTC,2017-01-17 14:15:07 UTC
1039,76,20079,1,2017-01-17 14:15:07 UTC,2017-01-17 14:15:07 UTC
1040,76,20080,1,2017-01-17 14:15:07 UTC,2017-01-17 14:15:07 UTC
1041,76,20081,1,2017-01-17 14:15:07 UTC,2017-01-17 14:15:07 UTC
1042,76,20083,1,2017-01-17 14:15:07 UTC,2017-01-17 14:15:07 UTC
1043,76,20089,1,2017-01-17 14:15:07 UTC,2017-01-17 14:15:07 UTC
1044,76,20092,1,2017-01-17 14:15:07 UTC,2017-01-17 14:15:07 UTC
1045,76,20093,1,2017-01-17 14:15:07 UTC,2017-01-17 14:15:07 UTC
1046,76,20095,1,2017-01-17 14:15:07 UTC,2017-01-17 14:15:07 UTC
1047,76,20096,1,2017-01-17 14:15:07 UTC,2017-01-17 14:15:07 UTC
1048,76,20097,1,2017-01-17 14:15:07 UTC,2017-01-17 14:15:07 UTC
1049,76,20098,1,2017-01-17 14:15:07 UTC,2017-01-17 14:15:07 UTC
1050,76,20099,1,2017-01-17 14:15:07 UTC,2017-01-17 14:15:07 UTC
1051,76,20100,1,2017-01-17 14:15:07 UTC,2017-01-17 14:15:07 UTC
1052,76,20101,1,2017-01-17 14:15:07 UTC,2017-01-17 14:15:07 UTC
1053,76,20102,1,2017-01-17 14:15:07 UTC,2017-01-17 14:15:07 UTC
1054,76,20103,1,2017-01-17 14:15:07 UTC,2017-01-17 14:15:07 UTC
1055,76,20118,1,2017-01-17 14:15:07 UTC,2017-01-17 14:15:07 UTC
1056,76,20119,1,2017-01-17 14:15:07 UTC,2017-01-17 14:15:07 UTC
1057,78,20061,0,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1058,78,20060,0,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1059,78,20059,0,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1060,78,20058,0,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1061,78,20001,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1062,78,20002,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1063,78,20003,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1064,78,20004,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1065,78,20005,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1066,78,20006,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1067,78,20007,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1068,78,20008,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1069,78,20009,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1070,78,20010,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1071,78,20011,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1072,78,20012,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1073,78,20013,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1074,78,20014,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1075,78,20015,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1076,78,20016,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1077,78,20017,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1078,78,20018,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1079,78,20019,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1080,78,20020,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1081,78,20021,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1082,78,20022,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1083,78,20023,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1084,78,20024,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1085,78,20025,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1086,78,20026,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1087,78,20027,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1088,78,20028,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1089,78,20029,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1090,78,20030,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1091,78,20031,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1092,78,20032,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1093,78,20033,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1094,78,20034,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1095,78,20035,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1096,78,20036,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1097,78,20037,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1098,78,20038,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1099,78,20039,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1100,78,20040,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1101,78,20041,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1102,78,20042,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1103,78,20043,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1104,78,20044,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1105,78,20045,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1106,78,20046,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1107,78,20055,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1108,78,20056,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1109,78,20057,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1110,78,20090,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1111,78,20091,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1112,78,20094,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1113,78,20112,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1114,78,20113,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1115,78,20116,1,2017-01-17 14:15:08 UTC,2017-01-17 14:15:08 UTC
1116,78,20117,1,2017-01-17 14:15:09 UTC,2017-01-17 14:15:09 UTC
1117,79,20061,0,2017-01-17 14:15:11 UTC,2017-01-17 14:15:11 UTC
1118,79,20060,0,2017-01-17 14:15:11 UTC,2017-01-17 14:15:11 UTC
1119,79,20058,0,2017-01-17 14:15:11 UTC,2017-01-17 14:15:11 UTC
1120,79,20059,0,2017-01-17 14:15:11 UTC,2017-01-17 14:15:11 UTC
1121,79,20001,1,2017-01-17 14:15:11 UTC,2017-01-17 14:15:11 UTC
1122,79,20002,1,2017-01-17 14:15:11 UTC,2017-01-17 14:15:11 UTC
1123,79,20003,1,2017-01-17 14:15:11 UTC,2017-01-17 14:15:11 UTC
1124,79,20004,1,2017-01-17 14:15:11 UTC,2017-01-17 14:15:11 UTC
1125,79,20005,1,2017-01-17 14:15:11 UTC,2017-01-17 14:15:11 UTC
1126,79,20006,1,2017-01-17 14:15:11 UTC,2017-01-17 14:15:11 UTC
1127,79,20007,1,2017-01-17 14:15:11 UTC,2017-01-17 14:15:11 UTC
1128,79,20008,1,2017-01-17 14:15:11 UTC,2017-01-17 14:15:11 UTC
1129,79,20009,1,2017-01-17 14:15:11 UTC,2017-01-17 14:15:11 UTC
1130,79,20010,1,2017-01-17 14:15:11 UTC,2017-01-17 14:15:11 UTC
1131,79,20011,1,2017-01-17 14:15:11 UTC,2017-01-17 14:15:11 UTC
1132,79,20012,1,2017-01-17 14:15:11 UTC,2017-01-17 14:15:11 UTC
1133,79,20013,1,2017-01-17 14:15:11 UTC,2017-01-17 14:15:11 UTC
1134,79,20014,1,2017-01-17 14:15:11 UTC,2017-01-17 14:15:11 UTC
1135,79,20015,1,2017-01-17 14:15:11 UTC,2017-01-17 14:15:11 UTC
1136,79,20016,1,2017-01-17 14:15:11 UTC,2017-01-17 14:15:11 UTC
1137,79,20017,1,2017-01-17 14:15:11 UTC,2017-01-17 14:15:11 UTC
1138,79,20018,1,2017-01-17 14:15:11 UTC,2017-01-17 14:15:11 UTC
1139,79,20019,1,2017-01-17 14:15:11 UTC,2017-01-17 14:15:11 UTC
1140,79,20020,1,2017-01-17 14:15:11 UTC,2017-01-17 14:15:11 UTC
1141,79,20021,1,2017-01-17 14:15:11 UTC,2017-01-17 14:15:11 UTC
1142,79,20022,1,2017-01-17 14:15:11 UTC,2017-01-17 14:15:11 UTC
1143,79,20023,1,2017-01-17 14:15:11 UTC,2017-01-17 14:15:11 UTC
1144,79,20024,1,2017-01-17 14:15:12 UTC,2017-01-17 14:15:12 UTC
1145,79,20025,1,2017-01-17 14:15:12 UTC,2017-01-17 14:15:12 UTC
1146,79,20026,1,2017-01-17 14:15:12 UTC,2017-01-17 14:15:12 UTC
1147,79,20027,1,2017-01-17 14:15:12 UTC,2017-01-17 14:15:12 UTC
1148,79,20028,1,2017-01-17 14:15:12 UTC,2017-01-17 14:15:12 UTC
1149,79,20029,1,2017-01-17 14:15:12 UTC,2017-01-17 14:15:12 UTC
1150,79,20030,1,2017-01-17 14:15:12 UTC,2017-01-17 14:15:12 UTC
1151,79,20031,1,2017-01-17 14:15:12 UTC,2017-01-17 14:15:12 UTC
1152,79,20032,1,2017-01-17 14:15:12 UTC,2017-01-17 14:15:12 UTC
1153,79,20033,1,2017-01-17 14:15:12 UTC,2017-01-17 14:15:12 UTC
1154,79,20034,1,2017-01-17 14:15:12 UTC,2017-01-17 14:15:12 UTC
1155,79,20035,1,2017-01-17 14:15:12 UTC,2017-01-17 14:15:12 UTC
1156,79,20036,1,2017-01-17 14:15:12 UTC,2017-01-17 14:15:12 UTC
1157,79,20037,1,2017-01-17 14:15:12 UTC,2017-01-17 14:15:12 UTC
1158,79,20038,1,2017-01-17 14:15:12 UTC,2017-01-17 14:15:12 UTC
1159,79,20039,1,2017-01-17 14:15:12 UTC,2017-01-17 14:15:12 UTC
1160,79,20040,1,2017-01-17 14:15:12 UTC,2017-01-17 14:15:12 UTC
1161,79,20041,1,2017-01-17 14:15:12 UTC,2017-01-17 14:15:12 UTC
1162,79,20042,1,2017-01-17 14:15:12 UTC,2017-01-17 14:15:12 UTC
1163,79,20043,1,2017-01-17 14:15:12 UTC,2017-01-17 14:15:12 UTC
1164,79,20044,1,2017-01-17 14:15:12 UTC,2017-01-17 14:15:12 UTC
1165,79,20045,1,2017-01-17 14:15:12 UTC,2017-01-17 14:15:12 UTC
1166,79,20046,1,2017-01-17 14:15:12 UTC,2017-01-17 14:15:12 UTC
1167,79,20055,1,2017-01-17 14:15:12 UTC,2017-01-17 14:15:12 UTC
1168,79,20056,1,2017-01-17 14:15:12 UTC,2017-01-17 14:15:12 UTC
1169,79,20057,1,2017-01-17 14:15:12 UTC,2017-01-17 14:15:12 UTC
1170,79,20090,1,2017-01-17 14:15:12 UTC,2017-01-17 14:15:12 UTC
1171,79,20091,1,2017-01-17 14:15:12 UTC,2017-01-17 14:15:12 UTC
1172,79,20094,1,2017-01-17 14:15:12 UTC,2017-01-17 14:15:12 UTC
1173,79,20112,1,2017-01-17 14:15:12 UTC,2017-01-17 14:15:12 UTC
1174,79,20113,1,2017-01-17 14:15:12 UTC,2017-01-17 14:15:12 UTC
1175,79,20116,1,2017-01-17 14:15:12 UTC,2017-01-17 14:15:12 UTC
1176,79,20117,1,2017-01-17 14:15:12 UTC,2017-01-17 14:15:12 UTC
1203,81,62,0,2017-02-21 10:03:32 UTC,2017-02-21 10:03:32 UTC
1204,81,64,0,2017-02-21 10:03:32 UTC,2017-02-21 10:03:32 UTC
1205,81,65,0,2017-02-21 10:03:32 UTC,2017-02-21 10:03:32 UTC
1206,81,32,1,2017-02-21 10:03:32 UTC,2017-02-21 10:03:32 UTC
1207,81,36,1,2017-02-21 10:03:32 UTC,2017-02-21 10:03:32 UTC
1208,81,37,1,2017-02-21 10:03:32 UTC,2017-02-21 10:03:32 UTC
1209,81,41,1,2017-02-21 10:03:32 UTC,2017-02-21 10:03:32 UTC
1210,81,44,1,2017-02-21 10:03:32 UTC,2017-02-21 10:03:32 UTC
1211,81,47,1,2017-02-21 10:03:32 UTC,2017-02-21 10:03:32 UTC
1212,81,66,1,2017-02-21 10:03:32 UTC,2017-02-21 10:03:32 UTC
1213,81,67,1,2017-02-21 10:03:32 UTC,2017-02-21 10:03:32 UTC
1214,81,68,1,2017-02-21 10:03:32 UTC,2017-02-21 10:03:32 UTC
1215,81,69,1,2017-02-21 10:03:32 UTC,2017-02-21 10:03:32 UTC
1216,81,70,1,2017-02-21 10:03:32 UTC,2017-02-21 10:03:32 UTC
1217,81,71,1,2017-02-21 10:03:32 UTC,2017-02-21 10:03:32 UTC
1218,81,72,1,2017-02-21 10:03:32 UTC,2017-02-21 10:03:32 UTC
1219,81,73,1,2017-02-21 10:03:32 UTC,2017-02-21 10:03:32 UTC
1220,81,74,1,2017-02-21 10:03:32 UTC,2017-02-21 10:03:32 UTC
1221,81,75,1,2017-02-21 10:03:32 UTC,2017-02-21 10:03:32 UTC
1222,81,76,1,2017-02-21 10:03:32 UTC,2017-02-21 10:03:32 UTC
1223,81,77,1,2017-02-21 10:03:32 UTC,2017-02-21 10:03:32 UTC
1224,81,78,1,2017-02-21 10:03:32 UTC,2017-02-21 10:03:32 UTC
1225,81,79,1,2017-02-21 10:03:32 UTC,2017-02-21 10:03:32 UTC
1226,81,80,1,2017-02-21 10:03:32 UTC,2017-02-21 10:03:32 UTC
1227,81,81,1,2017-02-21 10:03:32 UTC,2017-02-21 10:03:32 UTC
1228,81,82,1,2017-02-21 10:03:32 UTC,2017-02-21 10:03:32 UTC
1229,82,62,0,2017-02-22 10:06:16 UTC,2017-02-22 10:06:16 UTC
1230,82,64,0,2017-02-22 10:06:16 UTC,2017-02-22 10:06:16 UTC
1231,82,65,0,2017-02-22 10:06:16 UTC,2017-02-22 10:06:16 UTC
1232,82,32,1,2017-02-22 10:06:16 UTC,2017-02-22 10:06:16 UTC
1233,82,36,1,2017-02-22 10:06:16 UTC,2017-02-22 10:06:16 UTC
1234,82,37,1,2017-02-22 10:06:16 UTC,2017-02-22 10:06:16 UTC
1235,82,41,1,2017-02-22 10:06:16 UTC,2017-02-22 10:06:16 UTC
1236,82,44,1,2017-02-22 10:06:16 UTC,2017-02-22 10:06:16 UTC
1237,82,47,1,2017-02-22 10:06:16 UTC,2017-02-22 10:06:16 UTC
1238,82,66,1,2017-02-22 10:06:16 UTC,2017-02-22 10:06:16 UTC
1239,82,67,1,2017-02-22 10:06:16 UTC,2017-02-22 10:06:16 UTC
1240,82,68,1,2017-02-22 10:06:16 UTC,2017-02-22 10:06:16 UTC
1241,82,69,1,2017-02-22 10:06:16 UTC,2017-02-22 10:06:16 UTC
1242,82,70,1,2017-02-22 10:06:16 UTC,2017-02-22 10:06:16 UTC
1243,82,71,1,2017-02-22 10:06:16 UTC,2017-02-22 10:06:16 UTC
1244,82,72,1,2017-02-22 10:06:16 UTC,2017-02-22 10:06:16 UTC
1245,82,73,1,2017-02-22 10:06:16 UTC,2017-02-22 10:06:16 UTC
1246,82,74,1,2017-02-22 10:06:16 UTC,2017-02-22 10:06:16 UTC
1247,82,75,1,2017-02-22 10:06:16 UTC,2017-02-22 10:06:16 UTC
1248,82,76,1,2017-02-22 10:06:16 UTC,2017-02-22 10:06:16 UTC
1249,82,77,1,2017-02-22 10:06:16 UTC,2017-02-22 10:06:16 UTC
1250,82,78,1,2017-02-22 10:06:16 UTC,2017-02-22 10:06:16 UTC
1251,82,79,1,2017-02-22 10:06:16 UTC,2017-02-22 10:06:16 UTC
1252,82,80,1,2017-02-22 10:06:16 UTC,2017-02-22 10:06:16 UTC
1253,82,81,1,2017-02-22 10:06:16 UTC,2017-02-22 10:06:16 UTC
1254,82,82,1,2017-02-22 10:06:16 UTC,2017-02-22 10:06:16 UTC
1255,83,62,0,2017-02-22 11:53:36 UTC,2017-02-22 11:53:36 UTC
1256,83,64,0,2017-02-22 11:53:36 UTC,2017-02-22 11:53:36 UTC
1257,83,67,0,2017-02-22 11:53:36 UTC,2017-02-22 11:53:36 UTC
1258,83,32,1,2017-02-22 11:53:36 UTC,2017-02-22 11:53:36 UTC
1259,83,36,1,2017-02-22 11:53:36 UTC,2017-02-22 11:53:36 UTC
1260,83,37,1,2017-02-22 11:53:36 UTC,2017-02-22 11:53:36 UTC
1261,83,41,1,2017-02-22 11:53:36 UTC,2017-02-22 11:53:36 UTC
1262,83,44,1,2017-02-22 11:53:36 UTC,2017-02-22 11:53:36 UTC
1263,83,47,1,2017-02-22 11:53:36 UTC,2017-02-22 11:53:36 UTC
1264,83,65,1,2017-02-22 11:53:36 UTC,2017-02-22 11:53:36 UTC
1265,83,66,1,2017-02-22 11:53:36 UTC,2017-02-22 11:53:36 UTC
1266,83,68,1,2017-02-22 11:53:36 UTC,2017-02-22 11:53:36 UTC
1267,83,69,1,2017-02-22 11:53:36 UTC,2017-02-22 11:53:36 UTC
1268,83,70,1,2017-02-22 11:53:36 UTC,2017-02-22 11:53:36 UTC
1269,83,71,1,2017-02-22 11:53:36 UTC,2017-02-22 11:53:36 UTC
1270,83,72,1,2017-02-22 11:53:36 UTC,2017-02-22 11:53:36 UTC
1271,83,73,1,2017-02-22 11:53:36 UTC,2017-02-22 11:53:36 UTC
1272,83,74,1,2017-02-22 11:53:36 UTC,2017-02-22 11:53:36 UTC
1273,83,75,1,2017-02-22 11:53:36 UTC,2017-02-22 11:53:36 UTC
1274,83,76,1,2017-02-22 11:53:36 UTC,2017-02-22 11:53:36 UTC
1275,83,77,1,2017-02-22 11:53:36 UTC,2017-02-22 11:53:36 UTC
1276,83,78,1,2017-02-22 11:53:36 UTC,2017-02-22 11:53:36 UTC
1277,83,79,1,2017-02-22 11:53:36 UTC,2017-02-22 11:53:36 UTC
1278,83,80,1,2017-02-22 11:53:36 UTC,2017-02-22 11:53:36 UTC
1279,83,81,1,2017-02-22 11:53:36 UTC,2017-02-22 11:53:36 UTC
1280,83,82,1,2017-02-22 11:53:36 UTC,2017-02-22 11:53:36 UTC
1281,84,26,0,2017-02-23 10:39:20 UTC,2017-02-23 10:39:20 UTC
1282,84,27,0,2017-02-23 10:39:20 UTC,2017-02-23 10:39:20 UTC
1283,84,28,0,2017-02-23 10:39:20 UTC,2017-02-23 10:39:20 UTC
1284,84,29,0,2017-02-23 10:39:20 UTC,2017-02-23 10:39:20 UTC
1285,84,30,0,2017-02-23 10:39:20 UTC,2017-02-23 10:39:20 UTC
1286,84,50,0,2017-02-23 10:39:20 UTC,2017-02-23 10:39:20 UTC
1287,84,53,0,2017-02-23 10:39:20 UTC,2017-02-23 10:39:20 UTC
