id,date,cert_type,price_reference,price_cumulative_average,price_minimum,price_maximum,tee_traded,created_at,updated_at
51,2014-03-25 00:00:00,I,123.159700004,130.304690367,121.6,125.0,24567.0,2015-03-27 00:00:00,2015-03-27 00:00:00
52,2014-03-25 00:00:00,II,123.339498513,128.44687814,120.1,125.0,53461.0,2015-03-27 00:00:00,2015-03-27 00:00:00
53,2014-03-25 00:00:00,II-CAR,123.099865203,132.504805781,122.0,124.0,5193.0,2015-03-27 00:00:00,2015-03-27 00:00:00
54,2014-03-25 00:00:00,III,122.175317118,124.84200505,115.03,124.0,16240.0,2015-03-27 00:00:00,2015-03-27 00:00:00
55,2014-03-25 00:00:00,V,0.0,128.518518519,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
56,2014-04-01 00:00:00,I,114.840468533,129.660612409,110.5,115.4,15111.0,2015-03-27 00:00:00,2015-03-27 00:00:00
57,2014-04-01 00:00:00,II,114.80982837,127.671829863,110.03,116.0,32104.0,2015-03-27 00:00:00,2015-03-27 00:00:00
58,2014-04-01 00:00:00,II-CAR,115.0,131.729793903,115.0,115.0,2000.0,2015-03-27 00:00:00,2015-03-27 00:00:00
59,2014-04-01 00:00:00,III,115.030582652,124.621716153,114.6,115.2,3793.0,2015-03-27 00:00:00,2015-03-27 00:00:00
60,2014-04-01 00:00:00,V,0.0,128.518518519,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
61,2014-04-08 00:00:00,I,109.7315887,127.749707419,108.8,115.0,38478.0,2015-03-27 00:00:00,2015-03-27 00:00:00
62,2014-04-08 00:00:00,II,109.433395929,126.447980294,108.6,115.0,40631.0,2015-03-27 00:00:00,2015-03-27 00:00:00
63,2014-04-08 00:00:00,II-CAR,109.0,129.880828503,109.0,109.0,4000.0,2015-03-27 00:00:00,2015-03-27 00:00:00
64,2014-04-08 00:00:00,III,110.160380623,123.652324133,108.01,115.0,12138.0,2015-03-27 00:00:00,2015-03-27 00:00:00
65,2014-04-08 00:00:00,V,0.0,128.518518519,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
66,2014-04-15 00:00:00,I,104.514106864,126.927061487,104.0,105.0,14729.0,2015-03-27 00:00:00,2015-03-27 00:00:00
67,2014-04-15 00:00:00,II,104.411544777,125.485709987,100.0,105.0,27648.0,2015-03-27 00:00:00,2015-03-27 00:00:00
68,2014-04-15 00:00:00,II-CAR,0.0,129.880828503,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
69,2014-04-15 00:00:00,III,104.67927158,122.29536883,101.35,105.0,13948.0,2015-03-27 00:00:00,2015-03-27 00:00:00
70,2014-04-15 00:00:00,V,0.0,128.518518519,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
71,2014-04-23 00:00:00,I,106.027973304,126.564626726,101.1,108.0,7342.0,2015-03-27 00:00:00,2015-03-27 00:00:00
72,2014-04-23 00:00:00,II,106.151082319,124.791527459,101.11,108.0,23579.0,2015-03-27 00:00:00,2015-03-27 00:00:00
73,2014-04-23 00:00:00,II-CAR,106.65,128.972895472,106.3,107.0,2000.0,2015-03-27 00:00:00,2015-03-27 00:00:00
74,2014-04-23 00:00:00,III,106.010704586,121.975856227,101.0,106.99,3903.0,2015-03-27 00:00:00,2015-03-27 00:00:00
75,2014-04-23 00:00:00,V,0.0,128.518518519,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
76,2014-04-29 00:00:00,I,108.504492615,126.258001063,106.0,109.5,7312.0,2015-03-27 00:00:00,2015-03-27 00:00:00
77,2014-04-29 00:00:00,II,108.569935792,124.127422108,104.52,109.95,28034.0,2015-03-27 00:00:00,2015-03-27 00:00:00
78,2014-04-29 00:00:00,II-CAR,108.160873069,125.415881371,107.5,108.65,10549.0,2015-03-27 00:00:00,2015-03-27 00:00:00
79,2014-04-29 00:00:00,III,108.809355606,121.467310902,107.9,109.9,7992.0,2015-03-27 00:00:00,2015-03-27 00:00:00
80,2014-04-29 00:00:00,V,0.0,128.518518519,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
81,2014-05-06 00:00:00,I,111.275326031,125.672035975,106.0,115.0,17529.0,2015-03-27 00:00:00,2015-03-27 00:00:00
82,2014-05-06 00:00:00,II,111.275369884,123.840920974,109.5,112.25,15613.0,2015-03-27 00:00:00,2015-03-27 00:00:00
83,2014-05-06 00:00:00,II-CAR,111.2,124.550668422,110.8,111.5,4000.0,2015-03-27 00:00:00,2015-03-27 00:00:00
84,2014-05-06 00:00:00,III,111.638490345,120.96766187,110.5,112.0,11082.0,2015-03-27 00:00:00,2015-03-27 00:00:00
85,2014-05-06 00:00:00,V,0.0,128.518518519,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
86,2014-05-13 00:00:00,I,112.531057008,124.914527417,111.0,113.0,27417.0,2015-03-27 00:00:00,2015-03-27 00:00:00
87,2014-05-13 00:00:00,II,112.566695721,123.523243081,111.0,113.0,20307.0,2015-03-27 00:00:00,2015-03-27 00:00:00
88,2014-05-13 00:00:00,II-CAR,112.683333333,123.557890605,112.6,112.8,6000.0,2015-03-27 00:00:00,2015-03-27 00:00:00
89,2014-05-13 00:00:00,III,112.526944606,120.773045433,109.51,112.8,5145.0,2015-03-27 00:00:00,2015-03-27 00:00:00
90,2014-05-13 00:00:00,V,0.0,128.518518519,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
91,2014-05-20 00:00:00,I,107.698750175,123.940990185,106.0,112.0,28508.0,2015-03-27 00:00:00,2015-03-27 00:00:00
92,2014-05-20 00:00:00,II,107.729004608,122.467039567,106.0,111.95,51648.0,2015-03-27 00:00:00,2015-03-27 00:00:00
93,2014-05-20 00:00:00,II-CAR,107.511107946,122.126917987,106.5,108.0,7022.0,2015-03-27 00:00:00,2015-03-27 00:00:00
94,2014-05-20 00:00:00,III,107.92897019,120.361854948,106.0,108.5,7380.0,2015-03-27 00:00:00,2015-03-27 00:00:00
95,2014-05-20 00:00:00,V,0.0,128.518518519,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
96,2014-05-27 00:00:00,I,105.585942029,122.121373721,104.51,107.5,55476.0,2015-03-27 00:00:00,2015-03-27 00:00:00
97,2014-05-27 00:00:00,II,105.787571113,121.45707629,104.8,107.25,49780.0,2015-03-27 00:00:00,2015-03-27 00:00:00
98,2014-05-27 00:00:00,II-CAR,105.650077897,121.309956911,105.41,106.0,4108.0,2015-03-27 00:00:00,2015-03-27 00:00:00
99,2014-05-27 00:00:00,III,105.49899312,118.839359662,105.0,106.5,26309.0,2015-03-27 00:00:00,2015-03-27 00:00:00
100,2014-05-27 00:00:00,V,0.0,128.518518519,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
101,2014-05-29 00:00:00,I,105.133283881,121.325622606,104.21,107.0,27501.0,2015-03-27 00:00:00,2015-03-27 00:00:00
102,2014-05-29 00:00:00,II,105.233532301,120.525334595,104.4,106.5,50092.0,2015-03-27 00:00:00,2015-03-27 00:00:00
103,2014-05-29 00:00:00,II-CAR,0.0,121.309956911,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
104,2014-05-29 00:00:00,III,104.843423729,117.462406567,104.35,105.8,28025.0,2015-03-27 00:00:00,2015-03-27 00:00:00
105,2014-05-29 00:00:00,V,0.0,128.518518519,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
106,2014-06-10 00:00:00,I,105.573298186,120.71416478,95.0,106.0,23710.0,2015-03-27 00:00:00,2015-03-27 00:00:00
107,2014-06-10 00:00:00,II,105.597472384,119.81411533,105.0,106.0,43634.0,2015-03-27 00:00:00,2015-03-27 00:00:00
108,2014-06-10 00:00:00,II-CAR,0.0,121.309956911,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
109,2014-06-10 00:00:00,III,105.516311858,117.417660258,105.1,105.71,1071.0,2015-03-27 00:00:00,2015-03-27 00:00:00
110,2014-06-10 00:00:00,V,0.0,128.518518519,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
111,2014-06-17 00:00:00,I,106.642493421,120.575477058,105.6,107.0,6080.0,2015-03-27 00:00:00,2015-03-27 00:00:00
112,2014-06-17 00:00:00,II,106.809651547,119.623786379,104.5,107.0,13603.0,2015-03-27 00:00:00,2015-03-27 00:00:00
113,2014-06-17 00:00:00,II-CAR,106.25,121.232559438,106.0,106.5,428.0,2015-03-27 00:00:00,2015-03-27 00:00:00
114,2014-06-17 00:00:00,III,106.226367521,117.281944486,106.0,106.5,3510.0,2015-03-27 00:00:00,2015-03-27 00:00:00
115,2014-06-17 00:00:00,V,0.0,128.518518519,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
116,2014-06-24 00:00:00,I,108.654801443,120.121901166,106.85,109.4,24401.0,2015-03-27 00:00:00,2015-03-27 00:00:00
117,2014-06-24 00:00:00,II,108.621976122,119.436661449,106.0,109.77,16082.0,2015-03-27 00:00:00,2015-03-27 00:00:00
118,2014-06-24 00:00:00,II-CAR,107.963993415,120.588018667,106.5,109.0,4252.0,2015-03-27 00:00:00,2015-03-27 00:00:00
119,2014-06-24 00:00:00,III,108.440768326,117.204702661,107.8,109.0,2551.0,2015-03-27 00:00:00,2015-03-27 00:00:00
120,2014-06-24 00:00:00,V,0.0,128.518518519,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
121,2014-07-01 00:00:00,I,110.842856434,119.730737708,110.25,111.0,28224.0,2015-03-27 00:00:00,2015-03-27 00:00:00
122,2014-07-01 00:00:00,II,110.200689762,119.311769115,109.0,111.0,12961.0,2015-03-27 00:00:00,2015-03-27 00:00:00
123,2014-07-01 00:00:00,II-CAR,0.0,120.588018667,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
124,2014-07-01 00:00:00,III,110.667106034,117.166705414,110.25,110.8,1707.0,2015-03-27 00:00:00,2015-03-27 00:00:00
125,2014-07-01 00:00:00,V,0.0,128.518518519,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
126,2014-07-08 00:00:00,I,110.496501067,119.281727004,105.9,111.0,34219.0,2015-03-27 00:00:00,2015-03-27 00:00:00
127,2014-07-08 00:00:00,II,110.407821576,118.77891061,107.9,111.0,61012.0,2015-03-27 00:00:00,2015-03-27 00:00:00
128,2014-07-08 00:00:00,II-CAR,107.1,120.587864577,107.1,107.1,1.0,2015-03-27 00:00:00,2015-03-27 00:00:00
129,2014-07-08 00:00:00,III,110.485219068,117.022426852,107.1,111.0,6482.0,2015-03-27 00:00:00,2015-03-27 00:00:00
130,2014-07-08 00:00:00,V,0.0,128.518518519,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
131,2014-07-15 00:00:00,I,109.863070656,118.814901599,106.6,110.25,36699.0,2015-03-27 00:00:00,2015-03-27 00:00:00
132,2014-07-15 00:00:00,II,109.800589882,118.572942563,109.25,110.15,23937.0,2015-03-27 00:00:00,2015-03-27 00:00:00
133,2014-07-15 00:00:00,II-CAR,109.504970326,119.944776433,109.5,109.78,5392.0,2015-03-27 00:00:00,2015-03-27 00:00:00
134,2014-07-15 00:00:00,III,109.937169406,116.840517123,109.5,110.25,7910.0,2015-03-27 00:00:00,2015-03-27 00:00:00
135,2014-07-15 00:00:00,V,0.0,128.518518519,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
136,2014-07-22 00:00:00,I,110.097948529,118.536359437,109.0,110.2,24441.0,2015-03-27 00:00:00,2015-03-27 00:00:00
137,2014-07-22 00:00:00,II,110.08388741,118.221479302,107.12,110.3,45066.0,2015-03-27 00:00:00,2015-03-27 00:00:00
138,2014-07-22 00:00:00,II-CAR,109.9883893,119.58199017,109.9,110.5,3514.0,2015-03-27 00:00:00,2015-03-27 00:00:00
139,2014-07-22 00:00:00,III,109.876307866,116.497885017,107.1,110.3,15942.0,2015-03-27 00:00:00,2015-03-27 00:00:00
140,2014-07-22 00:00:00,V,0.0,128.518518519,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
141,2014-07-29 00:00:00,I,109.978120839,118.342515369,109.0,110.05,17726.0,2015-03-27 00:00:00,2015-03-27 00:00:00
142,2014-07-29 00:00:00,II,109.947322375,117.957771063,109.0,110.1,35834.0,2015-03-27 00:00:00,2015-03-27 00:00:00
143,2014-07-29 00:00:00,II-CAR,110.045098468,119.537010403,108.0,110.05,457.0,2015-03-27 00:00:00,2015-03-27 00:00:00
144,2014-07-29 00:00:00,III,109.93813275,116.335479042,109.8,110.05,8226.0,2015-03-27 00:00:00,2015-03-27 00:00:00
145,2014-07-29 00:00:00,V,0.0,128.518518519,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
146,2014-08-05 00:00:00,I,109.966356325,118.26472791,108.71,111.0,7336.0,2015-03-27 00:00:00,2015-03-27 00:00:00
147,2014-08-05 00:00:00,II,109.831827027,117.819764312,109.01,110.15,19425.0,2015-03-27 00:00:00,2015-03-27 00:00:00
148,2014-08-05 00:00:00,II-CAR,110.018397421,119.128676301,109.5,110.1,4343.0,2015-03-27 00:00:00,2015-03-27 00:00:00
149,2014-08-05 00:00:00,III,109.742063959,116.229245746,109.0,110.0,5441.0,2015-03-27 00:00:00,2015-03-27 00:00:00
150,2014-08-05 00:00:00,V,0.0,128.518518519,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
151,2014-08-26 00:00:00,I,109.705523913,118.06082225,108.0,109.9,19278.0,2015-03-27 00:00:00,2015-03-27 00:00:00
152,2014-08-26 00:00:00,II,109.689798133,117.55309827,105.6,109.94,38788.0,2015-03-27 00:00:00,2015-03-27 00:00:00
153,2014-08-26 00:00:00,II-CAR,109.6,119.122280395,109.6,109.6,68.0,2015-03-27 00:00:00,2015-03-27 00:00:00
154,2014-08-26 00:00:00,III,109.77144871,116.166112975,109.7,109.8,3334.0,2015-03-27 00:00:00,2015-03-27 00:00:00
155,2014-08-26 00:00:00,V,0.0,128.518518519,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
156,2014-09-02 00:00:00,I,110.016255602,117.912770942,109.9,110.3,15172.0,2015-03-27 00:00:00,2015-03-27 00:00:00
157,2014-09-02 00:00:00,II,110.033636163,117.467845579,109.8,110.2,13561.0,2015-03-27 00:00:00,2015-03-27 00:00:00
158,2014-09-02 00:00:00,II-CAR,110.0,119.116251307,110.0,110.0,67.0,2015-03-27 00:00:00,2015-03-27 00:00:00
159,2014-09-02 00:00:00,III,110.032001014,116.096001217,109.74,110.2,3943.0,2015-03-27 00:00:00,2015-03-27 00:00:00
160,2014-09-02 00:00:00,V,0.0,128.518518519,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
161,2014-09-09 00:00:00,I,109.283714028,117.66511828,108.57,111.0,24359.0,2015-03-27 00:00:00,2015-03-27 00:00:00
162,2014-09-09 00:00:00,II,109.315240718,117.187065311,108.5,111.0,42664.0,2015-03-27 00:00:00,2015-03-27 00:00:00
163,2014-09-09 00:00:00,II-CAR,108.727681366,118.974138743,108.5,109.0,1406.0,2015-03-27 00:00:00,2015-03-27 00:00:00
164,2014-09-09 00:00:00,III,108.952789855,116.039304988,108.55,110.0,2760.0,2015-03-27 00:00:00,2015-03-27 00:00:00
165,2014-09-09 00:00:00,V,0.0,128.518518519,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
166,2014-09-16 00:00:00,I,108.595779665,117.493547305,108.0,109.0,16366.0,2015-03-27 00:00:00,2015-03-27 00:00:00
167,2014-09-16 00:00:00,II,108.830497131,116.867080363,108.31,109.2,49323.0,2015-03-27 00:00:00,2015-03-27 00:00:00
168,2014-09-16 00:00:00,II-CAR,108.508183306,118.790757172,108.5,108.51,1833.0,2015-03-27 00:00:00,2015-03-27 00:00:00
169,2014-09-16 00:00:00,III,108.537902479,115.857563284,108.15,109.0,8634.0,2015-03-27 00:00:00,2015-03-27 00:00:00
170,2014-09-16 00:00:00,V,0.0,128.518518519,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
171,2014-09-23 00:00:00,I,108.039461943,117.332239866,107.5,109.0,15017.0,2015-03-27 00:00:00,2015-03-27 00:00:00
172,2014-09-23 00:00:00,II,108.049583795,116.500125593,107.7,109.0,55934.0,2015-03-27 00:00:00,2015-03-27 00:00:00
173,2014-09-23 00:00:00,II-CAR,107.981818182,118.734226677,107.8,108.0,550.0,2015-03-27 00:00:00,2015-03-27 00:00:00
174,2014-09-23 00:00:00,III,107.851618831,115.731222178,107.8,108.2,5714.0,2015-03-27 00:00:00,2015-03-27 00:00:00
175,2014-09-23 00:00:00,V,0.0,128.518518519,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
176,2014-09-30 00:00:00,I,108.023304935,117.260786152,107.65,108.5,6808.0,2015-03-27 00:00:00,2015-03-27 00:00:00
177,2014-09-30 00:00:00,II,107.980581766,116.292619793,107.7,108.2,33553.0,2015-03-27 00:00:00,2015-03-27 00:00:00
178,2014-09-30 00:00:00,II-CAR,0.0,118.734226677,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
179,2014-09-30 00:00:00,III,108.405873176,115.691242316,107.21,110.0,1987.0,2015-03-27 00:00:00,2015-03-27 00:00:00
180,2014-09-30 00:00:00,V,0.0,128.518518519,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
181,2014-10-07 00:00:00,I,106.645028411,117.048170259,104.01,107.2,18127.0,2015-03-27 00:00:00,2015-03-27 00:00:00
182,2014-10-07 00:00:00,II,106.709279141,115.964101552,105.9,107.5,48900.0,2015-03-27 00:00:00,2015-03-27 00:00:00
183,2014-10-07 00:00:00,II-CAR,106.85,118.666806728,106.85,106.85,600.0,2015-03-27 00:00:00,2015-03-27 00:00:00
184,2014-10-07 00:00:00,III,106.603132251,115.637764598,105.7,107.0,2155.0,2015-03-27 00:00:00,2015-03-27 00:00:00
185,2014-10-07 00:00:00,V,0.0,128.518518519,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
186,2014-10-14 00:00:00,I,105.235919389,116.805545935,104.9,106.0,18980.0,2015-03-27 00:00:00,2015-03-27 00:00:00
187,2014-10-14 00:00:00,II,105.327475554,115.506547733,104.9,106.0,64121.0,2015-03-27 00:00:00,2015-03-27 00:00:00
188,2014-10-14 00:00:00,II-CAR,100.0,118.666630233,100.0,100.0,1.0,2015-03-27 00:00:00,2015-03-27 00:00:00
189,2014-10-14 00:00:00,III,105.588076827,115.528943695,105.0,106.5,4009.0,2015-03-27 00:00:00,2015-03-27 00:00:00
190,2014-10-14 00:00:00,V,0.0,128.518518519,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
191,2014-10-21 00:00:00,I,104.551689439,116.611643947,104.0,105.0,14857.0,2015-03-27 00:00:00,2015-03-27 00:00:00
192,2014-10-21 00:00:00,II,104.637457414,115.352521689,104.3,105.0,21427.0,2015-03-27 00:00:00,2015-03-27 00:00:00
193,2014-10-21 00:00:00,II-CAR,101.55,118.348961434,101.55,101.55,2000.0,2015-03-27 00:00:00,2015-03-27 00:00:00
194,2014-10-21 00:00:00,III,104.324584488,114.634574339,100.01,105.0,32117.0,2015-03-27 00:00:00,2015-03-27 00:00:00
195,2014-10-21 00:00:00,V,0.0,128.518518519,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
196,2014-10-28 00:00:00,I,104.111485633,116.353441621,103.8,104.4,19803.0,2015-03-27 00:00:00,2015-03-27 00:00:00
197,2014-10-28 00:00:00,II,104.170806516,115.048268146,103.9,104.4,42293.0,2015-03-27 00:00:00,2015-03-27 00:00:00
198,2014-10-28 00:00:00,II-CAR,104.0,118.217033945,104.0,104.0,1000.0,2015-03-27 00:00:00,2015-03-27 00:00:00
199,2014-10-28 00:00:00,III,104.195744648,114.468791495,103.91,104.5,6493.0,2015-03-27 00:00:00,2015-03-27 00:00:00
200,2014-10-28 00:00:00,V,0.0,128.518518519,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
201,2014-11-04 00:00:00,I,103.763452993,116.197008643,103.4,104.0,12062.0,2015-03-27 00:00:00,2015-03-27 00:00:00
202,2014-11-04 00:00:00,II,103.727067157,114.817605767,103.41,104.1,32327.0,2015-03-27 00:00:00,2015-03-27 00:00:00
203,2014-11-04 00:00:00,II-CAR,0.0,118.217033945,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
204,2014-11-04 00:00:00,III,103.657824641,114.273635316,103.2,104.3,7516.0,2015-03-27 00:00:00,2015-03-27 00:00:00
